"商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","注册地编码","注册地名称","人民币",
"870380","仅装有驱动电动机的主要用于载人的机动车","115","以色列","31","上海市","1,132,347,904",
"870380","仅装有驱动电动机的主要用于载人的机动车","116","日本","31","上海市","603,374,833",
"870380","仅装有驱动电动机的主要用于载人的机动车","117","约旦","31","上海市","119,177,428",
"870380","仅装有驱动电动机的主要用于载人的机动车","118","科威特","31","上海市","469,161",
"870380","仅装有驱动电动机的主要用于载人的机动车","119","老挝","31","上海市","1,625,665",
"870380","仅装有驱动电动机的主要用于载人的机动车","120","黎巴嫩","31","上海市","3,035,567",
"870380","仅装有驱动电动机的主要用于载人的机动车","122","马来西亚","31","上海市","365,049,917",
"870380","仅装有驱动电动机的主要用于载人的机动车","124","蒙古","31","上海市","647,738",
"870380","仅装有驱动电动机的主要用于载人的机动车","125","尼泊尔","31","上海市","83,350,520",
"870380","仅装有驱动电动机的主要用于载人的机动车","126","阿曼","31","上海市","234,161",
"870380","仅装有驱动电动机的主要用于载人的机动车","129","菲律宾","31","上海市","9,369,053",
"870380","仅装有驱动电动机的主要用于载人的机动车","130","卡塔尔","31","上海市","235,000",
"870380","仅装有驱动电动机的主要用于载人的机动车","132","新加坡","31","上海市","71,155,805",
"870380","仅装有驱动电动机的主要用于载人的机动车","133","韩国","31","上海市","932,281",
"870380","仅装有驱动电动机的主要用于载人的机动车","136","泰国","31","上海市","2,665,586,758",
"870380","仅装有驱动电动机的主要用于载人的机动车","137","土耳其","31","上海市","232,637,614",
"870380","仅装有驱动电动机的主要用于载人的机动车","138","阿联酋","31","上海市","583,596,725",
"870380","仅装有驱动电动机的主要用于载人的机动车","141","越南","31","上海市","162,616",
"870380","仅装有驱动电动机的主要用于载人的机动车","145","哈萨克斯坦","31","上海市","7,954,960",
"870380","仅装有驱动电动机的主要用于载人的机动车","146","吉尔吉斯斯坦","31","上海市","14,731,476",
"870380","仅装有驱动电动机的主要用于载人的机动车","147","塔吉克斯坦","31","上海市","1,151,350",
"870380","仅装有驱动电动机的主要用于载人的机动车","149","乌兹别克斯坦","31","上海市","14,321,781",
"870380","仅装有驱动电动机的主要用于载人的机动车","150","格鲁吉亚(2023年起)","31","上海市","679,672",
"870380","仅装有驱动电动机的主要用于载人的机动车","151","亚美尼亚(2023年起)","31","上海市","3,163,691",
"870380","仅装有驱动电动机的主要用于载人的机动车","152","阿塞拜疆(2023年起)","31","上海市","13,611,593",
"870380","仅装有驱动电动机的主要用于载人的机动车","214","吉布提","31","上海市","5,055,078",
"870380","仅装有驱动电动机的主要用于载人的机动车","215","埃及","31","上海市","758,384",
"870380","仅装有驱动电动机的主要用于载人的机动车","223","科特迪瓦","31","上海市","606,183",
"870380","仅装有驱动电动机的主要用于载人的机动车","232","摩洛哥","31","上海市","8,946,033",
"870380","仅装有驱动电动机的主要用于载人的机动车","241","塞舌尔","31","上海市","1,283,136",
"870380","仅装有驱动电动机的主要用于载人的机动车","247","坦桑尼亚","31","上海市","394,033",
"870380","仅装有驱动电动机的主要用于载人的机动车","301","比利时","31","上海市","13,933,856,625",
"870380","仅装有驱动电动机的主要用于载人的机动车","303","英国","31","上海市","13,172,627,262",
"870380","仅装有驱动电动机的主要用于载人的机动车","304","德国","31","上海市","453,822,651",
"870380","仅装有驱动电动机的主要用于载人的机动车","305","法国","31","上海市","55,813,288",
"870380","仅装有驱动电动机的主要用于载人的机动车","307","意大利","31","上海市","399,929,344",
"870380","仅装有驱动电动机的主要用于载人的机动车","309","荷兰","31","上海市","1,447,336,496",
"870380","仅装有驱动电动机的主要用于载人的机动车","310","希腊","31","上海市","14,261,127",
"870380","仅装有驱动电动机的主要用于载人的机动车","312","西班牙","31","上海市","9,604,532,154",
"870380","仅装有驱动电动机的主要用于载人的机动车","313","阿尔巴尼亚","31","上海市","276,093",
"870380","仅装有驱动电动机的主要用于载人的机动车","315","奥地利","31","上海市","368,515",
"870380","仅装有驱动电动机的主要用于载人的机动车","316","保加利亚","31","上海市","308,894",
"870380","仅装有驱动电动机的主要用于载人的机动车","326","挪威","31","上海市","199,241,759",
"870380","仅装有驱动电动机的主要用于载人的机动车","327","波兰","31","上海市","6,507,600",
"870380","仅装有驱动电动机的主要用于载人的机动车","328","罗马尼亚","31","上海市","1,530,516",
"870380","仅装有驱动电动机的主要用于载人的机动车","330","瑞典","31","上海市","6,735,463",
"870380","仅装有驱动电动机的主要用于载人的机动车","340","白俄罗斯","31","上海市","6,215,692",
"870380","仅装有驱动电动机的主要用于载人的机动车","343","摩尔多瓦","31","上海市","553,718",
"870380","仅装有驱动电动机的主要用于载人的机动车","344","俄罗斯","31","上海市","5,177,554",
"870380","仅装有驱动电动机的主要用于载人的机动车","347","乌克兰","31","上海市","10,445,283",
"870380","仅装有驱动电动机的主要用于载人的机动车","350","斯洛文尼亚","31","上海市","3,389,975,090",
"870380","仅装有驱动电动机的主要用于载人的机动车","403","阿鲁巴","31","上海市","4,195,740",
"870380","仅装有驱动电动机的主要用于载人的机动车","405","巴巴多斯","31","上海市","8,466,968",
"870380","仅装有驱动电动机的主要用于载人的机动车","410","巴西","31","上海市","428,150",
"870380","仅装有驱动电动机的主要用于载人的机动车","412","智利","31","上海市","34,168,624",
"870380","仅装有驱动电动机的主要用于载人的机动车","413","哥伦比亚","31","上海市","36,945,039",
"870380","仅装有驱动电动机的主要用于载人的机动车","415","哥斯达黎加","31","上海市","85,332,631",
"870380","仅装有驱动电动机的主要用于载人的机动车","416","古巴","31","上海市","20,930",
"870380","仅装有驱动电动机的主要用于载人的机动车","417","库拉索","31","上海市","1,853,999",
"870380","仅装有驱动电动机的主要用于载人的机动车","418","多米尼加","31","上海市","1,777,520",
"870380","仅装有驱动电动机的主要用于载人的机动车","419","厄瓜多尔","31","上海市","20,314,223",
"870380","仅装有驱动电动机的主要用于载人的机动车","423","危地马拉","31","上海市","4,049,433",
"870380","仅装有驱动电动机的主要用于载人的机动车","429","墨西哥","31","上海市","71,289,361",
"870380","仅装有驱动电动机的主要用于载人的机动车","432","巴拿马","31","上海市","4,418,058",
"870380","仅装有驱动电动机的主要用于载人的机动车","433","巴拉圭","31","上海市","474,048",
"870380","仅装有驱动电动机的主要用于载人的机动车","434","秘鲁","31","上海市","989,475",
"870380","仅装有驱动电动机的主要用于载人的机动车","435","波多黎各","31","上海市","3,911,431",
"870380","仅装有驱动电动机的主要用于载人的机动车","442","特立尼达和多巴哥","31","上海市","13,590,503",
"870380","仅装有驱动电动机的主要用于载人的机动车","444","乌拉圭","31","上海市","1,764,376",
"870380","仅装有驱动电动机的主要用于载人的机动车","501","加拿大","31","上海市","1,678,639,111",
"870380","仅装有驱动电动机的主要用于载人的机动车","502","美国","31","上海市","23,497,875",
"870380","仅装有驱动电动机的主要用于载人的机动车","504","百慕大","31","上海市","1,639,116",
"870380","仅装有驱动电动机的主要用于载人的机动车","601","澳大利亚","31","上海市","4,729,827,353",
"870380","仅装有驱动电动机的主要用于载人的机动车","607","新喀里多尼亚","31","上海市","386,330",
"870380","仅装有驱动电动机的主要用于载人的机动车","609","新西兰","31","上海市","580,435,382",
"870380","仅装有驱动电动机的主要用于载人的机动车","623","法属波利尼西亚","31","上海市","506,101",
